unsat_SMILE,sat_SMILE,delta_H,nH2,pH2
N=C1CCN1C(=O)C#N,NC1CCN1C(O)CN,61.24438212,4,6.149687078
N=C1OCC1C(=O)C#C,NC1OCC1C(O)CC,102.0755018,4,6.150214039
N=C1OCC1C(=O)C#N,NC1OCC1C(O)CN,73.02434425,4,6.103874423
O=C(C#C)C1CNC1=O,OC(CC)C1CNC1O,87.014321,4,6.150214039
O=C(C#C)C1COC1=O,OC(CC)C1COC1O,92.57972463,4,6.104393562
O=C(C#C)N1CCC1=O,OC(CC)N1CCC1O,82.02390188,4,6.150214039
O=C(C#N)N1CCC1=O,OC(CN)N1CCC1O,48.48970312,4,6.103874423
N=C(C#C)N1CCN=C1,NC(CC)N1CCNC1,98.14184637,4,6.243950056
N=C(C#N)N1CCC=C1,NC(CN)N1CCCC1,73.21272387,4,6.243950056
N=C(C#N)N1CCN=C1,NC(CN)N1CCNC1,63.97687125,4,6.196192627
O=C(C#C)C1CCC=C1,OC(CC)C1CCCC1,112.9588556,4,6.293001101
O=C(C#C)C1COC=N1,OC(CC)C1COCN1,102.9963959,4,6.150214039
O=C(C#C)C1OCC=C1,OC(CC)C1OCCC1,116.9102331,4,6.197262643
O=C(C#C)N1CCC=C1,OC(CC)N1CCCC1,99.24258725,4,6.244493297
O=C(C#C)N1CCN=C1,OC(CC)N1CCNC1,86.05141888,4,6.196727589
O=C(C#N)C1CCC=C1,OC(CN)C1CCCC1,77.91630713,4,6.244493297
O=C(C#N)C1COC=N1,OC(CN)C1COCN1,70.12316675,4,6.103874423
O=C(C#N)C1NCC=C1,OC(CN)C1NCCC1,83.11348438,4,6.196727589
O=C(C#N)C1OCC=C1,OC(CN)C1OCCC1,85.26114337,4,6.150214039
O=C(C#N)N1CCC=C1,OC(CN)N1CCCC1,60.16923987,4,6.196727589
O=C(C#N)N1CCN=C1,OC(CN)N1CCNC1,53.41645388,4,6.149687078
O=C(C#CC#C)C1CC1,OC(CCCC)C1CC1,121.0413261,5,7.866251376
O=C(C#CC#C)C1CN1,OC(CCCC)C1CN1,120.6133696,5,7.805616621
O=C(C#CC#C)C1CO1,OC(CCCC)C1CO1,124.2134552,5,7.746578304
O=C(C#CC#C)N1CC1,OC(CCCC)N1CC1,117.6055968,5,7.805616621
O=C(C#CC#N)C1CC1,OC(CCCN)C1CC1,94.1682834,5,7.805616621
O=C(C#CC#N)C1CN1,OC(CCCN)C1CN1,96.5700908,5,7.745909486
O=C(C#CC#N)C1CO1,OC(CCCN)C1CO1,97.148751,5,7.687767549
O=C(C#CC#N)N1CC1,OC(CCCN)N1CC1,95.1155638,5,7.745909486
O=C(CC#C)C#CC#C,OC(CCC)CCCC,130.6118737,7,10.84217734
O=C(CC#C)C#CC#N,OC(CCC)CCCN,110.7570926,7,10.75988815
O=C(CC#N)C#CC#C,OC(CCN)CCCC,106.9099849,7,10.75988815
O=C(CC#N)C#CC#N,OC(CCN)CCCN,88.5239835,7,10.67883865
O=C(CC#C)C(=O)C#C,OC(CCC)C(O)CC,120.0107298,6,9.154068547
O=C(CC#C)C(=O)C#N,OC(CCC)C(O)CN,98.07248942,6,9.085624717
O=C(CC#N)C(=O)C#C,OC(CCN)C(O)CC,95.53056783,6,9.085624717
O=C(CC#CC#C)C#C,OC(CCCCC)CC,128.6686286,7,10.84217734
O=C(CC#CC#C)C#N,OC(CCCCC)CN,112.4306613,7,10.75988815
O=C(CC#CC#N)C#C,OC(CCCCN)CC,109.2361779,7,10.75988815
O=C(CC#CC#N)C#N,OC(CCCCN)CN,90.17317257,7,10.67883865
N=C(NC(=N)C#C)C#C,NC(NC(N)CC)CC,118.4743748,6,9.221971264
N=C(NC(=N)C#N)C#C,NC(NC(N)CN)CC,95.24351317,6,9.152512121
N=C(NC(=N)C#N)C#N,NC(NC(N)CN)CN,70.70821567,6,9.084091476
N=C(NC(=O)C#C)C#C,NC(NC(O)CC)CC,115.390725,6,9.153290267
N=C(OC(=O)C#C)C#C,NC(OC(O)CC)CC,120.6430377,6,9.085624717
N=C(OC(=O)C#C)C#N,NC(OC(O)CC)CN,98.755557,6,9.018196783
N=C(OC(=O)C#N)C#N,NC(OC(O)CN)CN,77.15513092,6,8.951762294
O=C(NC(=O)C#C)C#C,OC(NC(O)CC)CC,105.466335,6,9.085624717
O=C(CC#C)NCC#C,OC(CCC)NCCC,113.9524761,5,7.68563439
O=C(CC#C)NCC#N,OC(CCC)NCCN,80.8848287,5,7.62774189
O=C(CC#C)OCC#C,OC(CCC)OCCC,120.5067743,5,7.628390456
O=C(CC#C)OCC#N,OC(CCC)OCCN,91.4587674,5,7.571353931
O=C(CC#N)OCC#C,OC(CCN)OCCC,85.9436421,5,7.571353931
O=C(CC#N)OCC#N,OC(CCN)OCCN,56.5343664,5,7.515163986
O=C(CCC#N)CC#N,OC(CCCN)CCN,60.150205,5,7.62774189
N=C(NCCC#C)C#N,NC(NCCCC)CN,95.3271791,5,7.684976054
N=C(NCCC#N)C#N,NC(NCCCN)CN,59.17877,5,7.627093434
O=C(CCCC#C)C#C,OC(CCCCC)CC,124.8981856,5,7.744412387
O=C(CCCC#C)C#N,OC(CCCCC)CN,101.3779064,5,7.68563439
O=C(CCCC#N)C#C,OC(CCCCN)CC,93.7124966,5,7.68563439
O=C(CCCC#N)C#N,OC(CCCCN)CN,65.9294556,5,7.62774189
O=C(CNCC#C)C#C,OC(CNCCC)CC,128.9272779,5,7.68563439
O=C(CNCC#C)C#N,OC(CNCCC)CN,99.9848161,5,7.62774189
O=C(CNCC#N)C#C,OC(CNCCN)CC,96.5270326,5,7.62774189
O=C(CNCC#N)C#N,OC(CNCCN)CN,69.5867771,5,7.570715026
O=C(COCC#C)C#C,OC(COCCC)CC,132.209678,5,7.628390456
O=C(COCC#C)C#N,OC(COCCC)CN,104.8829489,5,7.571353931
O=C(COCC#N)C#C,OC(COCCN)CC,101.3689797,5,7.571353931
O=C(COCC#N)C#N,OC(COCCN)CN,77.9069866,5,7.515163986
O=C(NCCC#C)C#C,OC(NCCCC)CC,114.0433184,5,7.68563439
O=C(NCCC#N)C#C,OC(NCCCN)CC,82.1041109,5,7.62774189
O=C(OCCC#C)C#C,OC(OCCCC)CC,118.4987919,5,7.628390456
O=C(OCCC#C)C#N,OC(OCCCC)CN,91.0869966,5,7.571353931
O=C(OCCC#N)C#C,OC(OCCCN)CC,89.8566873,5,7.571353931
O=C(OCCC#N)C#N,OC(OCCCN)CN,58.6920023,5,7.515163986
O=C1C(CC1C#C)C#C,OC1C(CC1CC)CC,124.9286414,5,7.866251376
O=C1C(CC1C#N)C#C,OC1C(CC1CN)CC,97.6733259,5,7.805616621
O=C1C(CC1C#N)C#N,OC1C(CC1CN)CN,65.3865022,5,7.745909486
O=C1C(NC1C#C)C#C,OC1C(NC1CC)CC,127.5441645,5,7.805616621
O=C1C(NC1C#N)C#C,OC1C(NC1CN)CC,98.3633073,5,7.745909486
O=C1C(NC1C#N)C#N,OC1C(NC1CN)CN,71.7202584,5,7.687108847
O=C1C(OC1C#C)C#C,OC1C(OC1CC)CC,133.8710944,5,7.746578304
O=C1C(OC1C#N)C#C,OC1C(OC1CN)CC,103.2908457,5,7.687767549
O=C1C(OC1C#N)C#N,OC1C(OC1CN)CN,76.1631295,5,7.629843029
N#CC1C2C=CC1C2=O,NCC1C2CCC1C2O,84.2916775,4,6.343523522
O=C1C2CC1(C=C2)C#C,OC1C2CC1(CC2)CC,126.680375,4,6.393588246
O=C1C2CC1(C=C2)C#N,OC1C2CC1(CC2)CN,83.82827675,4,6.343523522
O=C1C2NC1(C=C2)C#C,OC1C2NC1(CC2)CC,126.2570131,4,6.343523522
O=C1C2NC1(C=C2)C#N,OC1C2NC1(CC2)CN,92.00474013,4,6.294236765
O=C1C2OC1(C=C2)C#C,OC1C2OC1(CC2)CC,134.1098836,4,6.294788791
O=C1C2OC1(C=C2)C#N,OC1C2OC1(CC2)CN,95.29317887,4,6.246253529
O=C1C2CC1C(=C2)C#C,OC1C2CC1C(C2)CC,117.4747156,4,6.393588246
O=C1C2CC1C(=C2)C#N,OC1C2CC1C(C2)CN,79.37871063,4,6.343523522
O=C1C2NC1C(=C2)C#C,OC1C2NC1C(C2)CC,121.92822,4,6.343523522
O=C1C2NC1C(=C2)C#N,OC1C2NC1C(C2)CN,83.73047688,4,6.294236765
O=C1C2OC1C(=C2)C#C,OC1C2OC1C(C2)CC,124.3515565,4,6.294788791
O=C1C2OC1C(=C2)C#N,OC1C2OC1C(C2)CN,84.1026415,4,6.246253529
N=C1N2CC2C=C1C#N,NC1N2CC2CC1CN,25.48769763,4,6.342962915
O=C1C2CC2C=C1C#C,OC1C2CC2CC1CC,104.9550189,4,6.393588246
O=C1C2CC2C=C1C#N,OC1C2CC2CC1CN,69.46350988,4,6.343523522
O=C1C2NC2C=C1C#C,OC1C2NC2CC1CC,110.5407701,4,6.343523522
O=C1C2NC2C=C1C#N,OC1C2NC2CC1CN,13.75302538,4,6.294236765
O=C1C2OC2C=C1C#C,OC1C2OC2CC1CC,116.4363304,4,6.294788791
O=C1C2OC2C=C1C#N,OC1C2OC2CC1CN,79.55921375,4,6.246253529
O=C1N2CC2C=C1C#C,OC1N2CC2CC1CC,102.3380517,4,6.343523522
O=C1N2CC2C=C1C#N,OC1N2CC2CC1CN,66.66341412,4,6.294236765
O=C1C=C(C#C)C2CC12,OC1CC(CC)C2CC12,106.7587374,4,6.393588246
O=C1C=C(C#C)C2CN12,OC1CC(CC)C2CN12,54.752177,4,6.343523522
O=C1C=C(C#C)C2NC12,OC1CC(CC)C2NC12,109.8043174,4,6.343523522
O=C1C=C(C#C)C2OC12,OC1CC(CC)C2OC12,116.5315047,4,6.294788791
O=C1C=C(C#N)C2CC12,OC1CC(CN)C2CC12,68.81238588,4,6.343523522
O=C1C=C(C#N)C2NC12,OC1CC(CN)C2NC12,8.952298625,4,6.294236765
O=C1C=C(C#N)C2OC12,OC1CC(CN)C2OC12,79.44369175,4,6.246253529
O=C1C=CC(=O)C1C#C,OC1CCC(O)C1CC,98.524513,5,7.746578304
O=C1C=CC(C#C)C1=O,OC1CCC(CC)C1O,99.7527219,5,7.746578304
O=C1C=CC(C#N)C1=O,OC1CCC(CN)C1O,77.4018404,5,7.687767549
N=C1C=CC2(CN12)C#N,NC1CCC2(CN12)CN,75.27439775,4,6.342962915
O=C1C=CC2(CC12)C#C,OC1CCC2(CC12)CC,107.6409054,4,6.393588246
O=C1C=CC2(CC12)C#N,OC1CCC2(CC12)CN,73.23635338,4,6.343523522
O=C1C=CC2(CN12)C#C,OC1CCC2(CN12)CC,110.4856346,4,6.343523522
O=C1C=CC2(CN12)C#N,OC1CCC2(CN12)CN,72.07194412,4,6.294236765
O=C1C=CC2(NC12)C#C,OC1CCC2(NC12)CC,49.89697113,4,6.343523522
O=C1C=CC2(NC12)C#N,OC1CCC2(NC12)CN,81.68521238,4,6.294236765
O=C1C=CC2(OC12)C#C,OC1CCC2(OC12)CC,122.6141319,4,6.294788791
O=C1C=CC2(OC12)C#N,OC1CCC2(OC12)CN,86.08161212,4,6.246253529
N=C1C=CC2C(C#N)N12,NC1CCC2C(CN)N12,76.43421238,4,6.342962915
O=C1C=CC2C(C#C)C12,OC1CCC2C(CC)C12,57.79710062,4,6.393588246
O=C1C=CC2C(C#C)N12,OC1CCC2C(CC)N12,113.9158504,4,6.343523522
O=C1C=CC2C(C#N)C12,OC1CCC2C(CN)C12,67.95187825,4,6.343523522
O=C1C=CC2CC12C#C,OC1CCC2CC12CC,110.838108,4,6.393588246
O=C1C=CC2CC12C#N,OC1CCC2CC12CN,73.26589025,4,6.343523522
O=C1C=CC2NC12C#C,OC1CCC2NC12CC,44.90327012,4,6.343523522
O=C1C=CC2NC12C#N,OC1CCC2NC12CN,81.20212038,4,6.294236765
O=C1C=CC2OC12C#C,OC1CCC2OC12CC,123.2160278,4,6.294788791
O=C1C=CC2OC12C#N,OC1CCC2OC12CN,86.78655888,4,6.246253529
O=C1C=CN2CC12C#C,OC1CCN2CC12CC,112.1226339,4,6.343523522
O=C1C=CN2CC12C#N,OC1CCN2CC12CN,73.03418988,4,6.294236765
O=C1C=CCC1CC#C,OC1CCCC1CCC,107.2930266,4,6.293001101
O=C1C=CCC1CC#N,OC1CCCC1CCN,66.92465138,4,6.244493297
O=C1C=CCN1CC#C,OC1CCCN1CCC,95.032598,4,6.244493297
O=C1C=CCN1CC#N,OC1CCCN1CCN,54.91036338,4,6.196727589
O=C1C=CCCC1C#C,OC1CCCCC1CC,104.1345501,4,6.293001101
O=C1C=CCCC1C#N,OC1CCCCC1CN,67.1261585,4,6.244493297
O=C1C=CCNC1C#C,OC1CCCNC1CC,114.2899841,4,6.244493297
O=C1C=CCNC1C#N,OC1CCCNC1CN,76.94421575,4,6.196727589
O=C1C=CCOC1C#C,OC1CCCOC1CC,113.8219887,4,6.197262643
O=C1C=CCOC1C#N,OC1CCCOC1CN,86.667755,4,6.150214039
O=C1C=CNCC1C#C,OC1CCNCC1CC,104.5178731,4,6.244493297
O=C1C=CNCC1C#N,OC1CCNCC1CN,59.22931088,4,6.196727589
N=C1NC(=N)C(=O)C=C1,NC1NC(N)C(O)CC1,62.71663125,4,6.149687078
N=C1NC(=O)C(=O)C=C1,NC1NC(O)C(O)CC1,62.66609037,4,6.103874423
N=C1NC(=O)C=CC1=O,NC1NC(O)CCC1O,68.02998687,4,6.103874423
N=C1OC(=O)C(=O)C=C1,NC1OC(O)C(O)CC1,73.33218412,4,6.058739292
N=C1OC(=O)C=CC1=O,NC1OC(O)CCC1O,68.294506,4,6.058739292
O=C1NC(=O)C(=O)C=C1,OC1NC(O)C(O)CC1,56.14434837,4,6.058739292
N=C1NC(=N)C(=C1)C#N,NC1NC(N)C(C1)CN,65.595492,5,7.745240784
N=C1NC(=O)C(=C1)C#C,NC1NC(O)C(C1)CC,88.32182,5,7.745909486
N=C1NC(=O)C(=C1)C#N,NC1NC(O)C(C1)CN,60.4001526,5,7.687108847
N=C1NC(=O)C=C1C#C,NC1NC(O)CC1CC,87.0101202,5,7.745909486
N=C1NC(=O)C=C1C#N,NC1NC(O)CC1CN,60.2483987,5,7.687108847
N=C1OC(=O)C(=C1)C#C,NC1OC(O)C(C1)CC,90.0210436,5,7.687767549
N=C1OC(=O)C(=C1)C#N,NC1OC(O)C(C1)CN,65.0640908,5,7.629843029
N=C1OC(=O)C=C1C#C,NC1OC(O)CC1CC,94.040159,5,7.687767549
N=C1OC(=O)C=C1C#N,NC1OC(O)CC1CN,68.672578,5,7.629843029
O=C1CC(=O)C(=C1)C#C,OC1CC(O)C(C1)CC,97.1891837,5,7.746578304
O=C1NC(=O)C(=C1)C#C,OC1NC(O)C(C1)CC,81.8221322,5,7.687767549
N=C1NC(=CC1=O)C#C,NC1NC(CC1O)CC,95.7903173,5,7.745909486
N=C1NC(=CC1=O)C#N,NC1NC(CC1O)CN,68.0356317,5,7.687108847
O=C1CC(=CC1=O)C#C,OC1CC(CC1O)CC,100.9840814,5,7.746578304
O=C1CC(=CC1=O)C#N,OC1CC(CC1O)CN,74.5762773,5,7.687767549
O=C1NC(=CC1=O)C#C,OC1NC(CC1O)CC,91.9124538,5,7.687767549
N=C1CC(=O)C(N1)C#N,NC1CC(O)C(N1)CN,62.17840375,4,6.149687078
N=C1CC(=O)C(O1)C#C,NC1CC(O)C(O1)CC,105.455833,4,6.150214039
N=C1CC(C#C)C(=O)N1,NC1CC(CC)C(O)N1,85.20403875,4,6.196727589
N=C1CC(C#C)C(=O)O1,NC1CC(CC)C(O)O1,88.85610925,4,6.150214039
N=C1CC(C#N)C(=O)N1,NC1CC(CN)C(O)N1,49.2254995,4,6.149687078
N=C1NC(=N)C(O1)C#C,NC1NC(N)C(O1)CC,99.13756725,4,6.149687078
N=C1NC(=O)C(O1)C#C,NC1NC(O)C(O1)CC,90.99654812,4,6.103874423
N=C1NC(=O)CC1C#C,NC1NC(O)CC1CC,84.9322995,4,6.196727589
N=C1NC(=O)CC1C#N,NC1NC(O)CC1CN,48.50151787,4,6.149687078
N=C1NC(=O)NC1C#C,NC1NC(O)NC1CC,83.53750263,4,6.149687078
N=C1NC(=O)OC1C#C,NC1NC(O)OC1CC,89.93715888,4,6.103874423
N=C1NC(C#C)C(=O)N1,NC1NC(CC)C(O)N1,82.29695388,4,6.149687078
N=C1OC(=O)CC1C#C,NC1OC(O)CC1CC,95.60364425,4,6.150214039
N=C1OC(=O)CC1C#N,NC1OC(O)CC1CN,60.6569265,4,6.103874423
N=C1OC(=O)NC1C#C,NC1OC(O)NC1CC,89.6266935,4,6.103874423
N=C1OC(=O)OC1C#C,NC1OC(O)OC1CC,94.84028013,4,6.058739292
O=C1CC(=O)C(N1)C#C,OC1CC(O)C(N1)CC,89.79275638,4,6.150214039
O=C1CC(C#C)C(=O)C1,OC1CC(CC)C(O)C1,101.08175,4,6.197262643
O=C1CC(C#C)C(=O)N1,OC1CC(CC)C(O)N1,77.42205675,4,6.150214039
N=C1NC(C#C)C1C#N,NC1NC(CC)C1CN,96.4908007,5,7.80493757
N=C1NC(C#N)C1C#C,NC1NC(CN)C1CC,99.3237152,5,7.80493757
N=C1NC(C#N)C1C#N,NC1NC(CN)C1CN,67.223302,5,7.745240784
N=C1OC(C#C)C1C#C,NC1OC(CC)C1CC,132.4317953,5,7.805616621
N=C1OC(C#C)C1C#N,NC1OC(CC)C1CN,101.4251654,5,7.745909486
N=C1OC(C#N)C1C#C,NC1OC(CN)C1CC,100.0625309,5,7.745909486
N=C1OC(C#N)C1C#N,NC1OC(CN)C1CN,72.1671185,5,7.687108847
O=C1CC(C#C)C1C#C,OC1CC(CC)C1CC,127.0148637,5,7.866251376
O=C1CC(C#C)C1C#N,OC1CC(CC)C1CN,93.6510599,5,7.805616621
O=C1CC(C#N)C1C#C,OC1CC(CN)C1CC,96.4955266,5,7.805616621
O=C1CC(C#N)C1C#N,OC1CC(CN)C1CN,66.3196049,5,7.745909486
O=C1NC(C#C)C1C#C,OC1NC(CC)C1CC,119.1583175,5,7.805616621
O=C1OC(C#C)C1C#C,OC1OC(CC)C1CC,121.5097153,5,7.746578304
O=C1OC(C#C)C1C#N,OC1OC(CC)C1CN,90.1160867,5,7.687767549
O=C1OC(C#N)C1C#C,OC1OC(CN)C1CC,92.4133992,5,7.687767549
N=C1CC(N1)(C#C)C#C,NC1CC(N1)(CC)CC,127.982623,5,7.865561736
N=C1CC(N1)(C#C)C#N,NC1CC(N1)(CC)CN,99.4880715,5,7.80493757
N=C1CC(N1)(C#N)C#N,NC1CC(N1)(CN)CN,71.2250891,5,7.745240784
N=C1CC(O1)(C#C)C#C,NC1CC(O1)(CC)CC,130.0536174,5,7.805616621
N=C1CC(O1)(C#C)C#N,NC1CC(O1)(CC)CN,105.9798828,5,7.745909486
N=C1CC(O1)(C#N)C#N,NC1CC(O1)(CN)CN,78.1816139,5,7.687108847
O=C1CC(C1)(C#C)C#C,OC1CC(C1)(CC)CC,125.3224664,5,7.866251376
O=C1CC(C1)(C#C)C#N,OC1CC(C1)(CC)CN,94.8283341,5,7.805616621
O=C1CC(C1)(C#N)C#N,OC1CC(C1)(CN)CN,67.4007858,5,7.745909486
O=C1CC(N1)(C#C)C#C,OC1CC(N1)(CC)CC,118.3533392,5,7.805616621
O=C1CC(O1)(C#C)C#C,OC1CC(O1)(CC)CC,121.5459472,5,7.746578304
O=C1CC(O1)(C#C)C#N,OC1CC(O1)(CC)CN,95.2389623,5,7.687767549
O=C1CC(O1)(C#N)C#N,OC1CC(O1)(CN)CN,67.9143336,5,7.629843029
N=C1CC(O1)C#CC#C,NC1CC(O1)CCCC,121.4151973,5,7.805616621
N=C1CC(O1)C#CC#N,NC1CC(O1)CCCN,93.5633682,5,7.745909486
O=C1CC(C1)C#CC#C,OC1CC(C1)CCCC,116.4692804,5,7.866251376
O=C1CC(C1)C#CC#N,OC1CC(C1)CCCN,91.2182716,5,7.805616621
O=C1CC(N1)C#CC#C,OC1CC(N1)CCCC,110.0179018,5,7.805616621
O=C1CC(N1)C#CC#N,OC1CC(N1)CCCN,79.3956451,5,7.745909486
O=C1CC(O1)C#CC#C,OC1CC(O1)CCCC,113.0062459,5,7.746578304
O=C1CC(O1)C#CC#N,OC1CC(O1)CCCN,86.032384,5,7.687767549
N=C1OC(CC#C)C=C1,NC1OC(CCC)CC1,110.6832035,4,6.244493297
N=C1OC(CC#N)C=C1,NC1OC(CCN)CC1,66.76777775,4,6.196727589
O=C1CC(CC#C)C=C1,OC1CC(CCC)CC1,106.3918237,4,6.293001101
O=C1CC(CC#N)C=C1,OC1CC(CCN)CC1,65.7031375,4,6.244493297
O=C1NC(CC#C)C=C1,OC1NC(CCC)CC1,94.84487475,4,6.244493297
O=C1NC(CC#N)C=C1,OC1NC(CCN)CC1,52.57695025,4,6.196727589
O=C1OC(CC#C)C=C1,OC1OC(CCC)CC1,99.72239737,4,6.197262643
N=C1NC(CC1=O)C#C,NC1NC(CC1O)CC,100.9104361,4,6.196727589
N=C1NC(CC1=O)C#N,NC1NC(CC1O)CN,62.607673,4,6.149687078
N=C1OC(CC1=O)C#C,NC1OC(CC1O)CC,108.3248481,4,6.150214039
N=C1OC(CC1=O)C#N,NC1OC(CC1O)CN,74.20253737,4,6.103874423
N=C1OC(OC1=N)C#C,NC1OC(OC1N)CC,116.0116557,4,6.103874423
N=C1OC(OC1=O)C#C,NC1OC(OC1O)CC,106.695069,4,6.058739292
O=C1CC(CC1=O)C#C,OC1CC(CC1O)CC,105.6435563,4,6.197262643
O=C1CC(CC1=O)C#N,OC1CC(CC1O)CN,69.16682837,4,6.150214039
O=C1CC(NC1=O)C#C,OC1CC(NC1O)CC,96.04407187,4,6.150214039
O=C1CC(OC1=O)C#C,OC1CC(OC1O)CC,105.1703099,4,6.104393562
O=C1CC(OC1=O)C#N,OC1CC(OC1O)CN,64.7422045,4,6.058739292
O=C1OC(OC1=O)C#C,OC1OC(OC1O)CC,100.1280371,4,6.014266766
N=C1OC(CC=C1)C#C,NC1OC(CCC1)CC,113.2095909,4,6.244493297
N=C1OC(CC=C1)C#N,NC1OC(CCC1)CN,78.08237,4,6.196727589
O=C1CC(CC=C1)C#C,OC1CC(CCC1)CC,105.7938661,4,6.293001101
O=C1CC(CC=C1)C#N,OC1CC(CCC1)CN,72.17302588,4,6.244493297
O=C1CC(NC=C1)C#C,OC1CC(NCC1)CC,98.67744837,4,6.244493297
O=C1CC(NC=C1)C#N,OC1CC(NCC1)CN,61.46886238,4,6.196727589
O=C1NC(CC=C1)C#C,OC1NC(CCC1)CC,92.98011338,4,6.244493297
O=C1OC(CC=C1)C#C,OC1OC(CCC1)CC,107.7531455,4,6.197262643
O=C1OC(CC=C1)C#N,OC1OC(CCC1)CN,69.86783688,4,6.150214039
N=C1NC=C(C#C)C1=O,NC1NCC(CC)C1O,99.7537721,5,7.745909486
N=C1NC=C(C#N)C1=O,NC1NCC(CN)C1O,69.3851387,5,7.687108847
O=C1CC=C(C#C)C1=O,OC1CCC(CC)C1O,95.6144088,5,7.746578304
O=C1CC=C(C#N)C1=O,OC1CCC(CN)C1O,74.2869472,5,7.687767549
O=C1NC=C(C#C)C1=O,OC1NCC(CC)C1O,90.3019721,5,7.687767549
N=C1CN=C(CC#C)N1,NC1CNC(CCC)N1,98.73914762,4,6.243950056
N=C1CN=C(CC#N)N1,NC1CNC(CCN)N1,56.7816885,4,6.196192627
O=C1CC(CC#C)=CN1,OC1CC(CCC)CN1,95.40148075,4,6.244493297
O=C1CC(CC#N)=CN1,OC1CC(CCN)CN1,54.21263675,4,6.196727589
O=C1CC=C(CC#C)C1,OC1CCC(CCC)C1,108.2821837,4,6.293001101
O=C1CC=C(CC#C)N1,OC1CCC(CCC)N1,91.24465787,4,6.244493297
O=C1CC=C(CC#N)C1,OC1CCC(CCN)C1,67.16029,4,6.244493297
O=C1CC=C(CC#N)N1,OC1CCC(CCN)N1,53.28058425,4,6.196727589
O=C1CN=C(CC#C)N1,OC1CNC(CCC)N1,81.805329,4,6.196727589
O=C1CN=C(CC#C)O1,OC1CNC(CCC)O1,92.58694475,4,6.150214039
O=C1CN=C(CC#N)N1,OC1CNC(CCN)N1,45.53732838,4,6.149687078
O=C1CN=C(CC#N)O1,OC1CNC(CCN)O1,46.80610125,4,6.103874423
N=C1NC=CC(=O)C1=O,NC1NCCC(O)C1O,78.03576738,4,6.103874423
O=C1NC=CC(=O)C1=O,OC1NCCC(O)C1O,68.59250025,4,6.058739292
N=C1CC=CC(O1)C#C,NC1CCCC(O1)CC,117.9177688,4,6.244493297
N=C1CC=CC(O1)C#N,NC1CCCC(O1)CN,83.92213838,4,6.196727589
O=C1CC(C=CN1)C#C,OC1CC(CCN1)CC,95.77364538,4,6.244493297
O=C1CC(C=CN1)C#N,OC1CC(CCN1)CN,52.79814863,4,6.196727589
O=C1CC(N=CN1)C#C,OC1CC(NCN1)CC,80.16832975,4,6.196727589
O=C1CC(N=CN1)C#N,OC1CC(NCN1)CN,46.12347125,4,6.149687078
O=C1CC(N=CO1)C#C,OC1CC(NCO1)CC,91.23809413,4,6.150214039
O=C1CC=CC(C1)C#C,OC1CCCC(C1)CC,108.8223804,4,6.293001101
O=C1CC=CC(C1)C#N,OC1CCCC(C1)CN,76.51691563,4,6.244493297
O=C1CC=CC(N1)C#C,OC1CCCC(N1)CC,98.49235063,4,6.244493297
O=C1CC=CC(O1)C#C,OC1CCCC(O1)CC,110.0543962,4,6.197262643
O=C1CC=CC(O1)C#N,OC1CCCC(O1)CN,70.49664413,4,6.150214039
O=C1NC=CC(N1)C#C,OC1NCCC(N1)CC,88.45243863,4,6.196727589
O=C1NC=CC(O1)C#C,OC1NCCC(O1)CC,95.61414625,4,6.150214039
N=C1CN=CN1CC#C,NC1CNCN1CCC,94.58757575,4,6.243950056
N=C1CN=CN1CC#N,NC1CNCN1CCN,53.8568815,4,6.196192627
N=C1NC=NC1CC#C,NC1NCNC1CCC,96.55407525,4,6.243950056
N=C1NC=NC1CC#N,NC1NCNC1CCN,55.40723925,4,6.196192627
O=C1CC=CC1CC#C,OC1CCCC1CCC,108.3274736,4,6.293001101
O=C1CC=CC1CC#N,OC1CCCC1CCN,68.05230362,4,6.244493297
O=C1CC=CN1CC#C,OC1CCCN1CCC,96.29152525,4,6.244493297
O=C1CC=CN1CC#N,OC1CCCN1CCN,56.68585775,4,6.196727589
O=C1CN=CN1CC#C,OC1CNCN1CCC,83.7350715,4,6.196727589
O=C1CN=CN1CC#N,OC1CNCN1CCN,50.70693788,4,6.149687078
O=C1NC=CC1CC#C,OC1NCCC1CCC,97.62068463,4,6.244493297
O=C1NC=CC1CC#N,OC1NCCC1CCN,55.56214375,4,6.196727589
O=C1NC=NC1CC#C,OC1NCNC1CCC,87.83282063,4,6.196727589
O=C1NC=NC1CC#N,OC1NCNC1CCN,43.22295013,4,6.149687078
O=C1OC=NC1CC#C,OC1OCNC1CCC,90.87971338,4,6.150214039
O=C1NC=CC=CC=C1,OC1NCCCCCC1,74.41060825,4,6.244493297
N=C1NC=NCC1C#N,NC1NCNCC1CN,54.05510675,4,6.196192627
O=C1CC=CCC1C#C,OC1CCCCC1CC,106.0144081,4,6.293001101
O=C1CC=CCC1C#N,OC1CCCCC1CN,69.29416513,4,6.244493297
O=C1CN=CNC1C#C,OC1CNCNC1CC,105.0561006,4,6.196727589
O=C1CN=CNC1C#N,OC1CNCNC1CN,69.03686613,4,6.149687078
O=C1CN=COC1C#C,OC1CNCOC1CC,103.7853586,4,6.150214039
O=C1NC=CCC1C#C,OC1NCCCC1CC,98.991852,4,6.244493297
O=C1NC=CCC1C#N,OC1NCCCC1CN,48.52777288,4,6.196727589
O=C1NC=NCC1C#C,OC1NCNCC1CC,89.4901675,4,6.196727589
