,Unnamed: 0,unsat_SMILE,sat_SMILE,delta_H,nH2,pH2,heavy_atom_count,molar_mass,nOxygen,nNitrogen,nAromaticRings,nHBD
6492,6492,CC(CC(=O)C#C)C#N,CC(CC(O)CC)CN,94.8188823,5,7.68563439,9,121.13899999999998,1,1,0,0
6493,6493,CC(CC(=O)C#N)C#C,CC(CC(O)CN)CC,99.8614176,5,7.68563439,9,121.13899999999998,1,1,0,0
6494,6494,CC(CC(=O)C#N)C#N,CC(CC(O)CN)CN,65.9536102,5,7.62774189,9,122.127,1,2,0,0
6495,6495,CC(NC(=N)C#N)C#C,CC(NC(N)CN)CC,93.5313371,5,7.684976054,9,121.14299999999999,0,3,0,2
6496,6496,CC(NC(=N)C#N)C#N,CC(NC(N)CN)CN,61.6157591,5,7.627093434,9,122.131,0,4,0,2
6497,6497,CC(NC(=O)C#C)C#C,CC(NC(O)CC)CC,117.1718642,5,7.68563439,9,121.13899999999997,1,1,0,1
6498,6498,CC(OC(=N)C#C)C#C,CC(OC(N)CC)CC,130.986195,5,7.68563439,9,121.13899999999997,1,1,0,1
6499,6499,CC(OC(=N)C#C)C#N,CC(OC(N)CC)CN,98.5512931,5,7.62774189,9,122.12699999999998,1,2,0,1
6500,6500,CC(OC(=N)C#N)C#C,CC(OC(N)CN)CC,102.5530802,5,7.62774189,9,122.12699999999998,1,2,0,1
6501,6501,CC(OC(=N)C#N)C#N,CC(OC(N)CN)CN,70.4075084,5,7.570715026,9,123.115,1,3,0,1
6502,6502,CC(OC(=O)C#C)C#C,CC(OC(O)CC)CC,122.4911272,5,7.628390456,9,122.12299999999996,2,0,0,0
6503,6503,CC(OC(=O)C#C)C#N,CC(OC(O)CC)CN,91.860994,5,7.571353931,9,123.11099999999998,2,1,0,0
6504,6504,CC(OC(=O)C#N)C#C,CC(OC(O)CN)CC,94.3273887,5,7.571353931,9,123.11099999999998,2,1,0,0
6505,6505,CC(OC(=O)C#N)C#N,CC(OC(O)CN)CN,67.2983913,5,7.515163986,9,124.09899999999999,2,2,0,0
6506,6506,OC(CC(=O)C#C)C#C,OC(CC(O)CC)CC,130.3592256,5,7.628390456,9,122.12299999999996,2,0,0,1
6507,6507,OC(CC(=O)C#C)C#N,OC(CC(O)CC)CN,101.1442369,5,7.571353931,9,123.11099999999998,2,1,0,1
6508,6508,OC(CC(=O)C#N)C#C,OC(CC(O)CN)CC,104.1415077,5,7.571353931,9,123.11099999999998,2,1,0,1
6509,6509,OC(CC(=O)C#N)C#N,OC(CC(O)CN)CN,76.2151144,5,7.515163986,9,124.09899999999999,2,2,0,1
6510,6510,CC(CC(=O)C#C)C=O,CC(CC(O)CC)CO,103.1585205,4,6.102712364,9,124.13899999999997,2,0,0,0
6511,6511,CC(CC(=O)C#N)C=O,CC(CC(O)CN)CO,67.86983138,4,6.057083145,9,125.12699999999998,2,1,0,0
6512,6512,CC(NC(=N)C#N)C=O,CC(NC(N)CN)CO,66.078584,4,6.056572021,9,125.13099999999999,1,3,0,2
6513,6513,CC(NC(=O)C#C)C=O,CC(NC(O)CC)CO,92.17408487,4,6.057083145,9,125.12699999999997,2,1,0,1
6514,6514,CC(OC(=N)C#C)C=O,CC(OC(N)CC)CO,105.6645602,4,6.057083145,9,125.12699999999997,2,1,0,1
6515,6515,CC(OC(=N)C#N)C=O,CC(OC(N)CN)CO,72.28067137,4,6.012131189,9,126.11499999999998,2,2,0,1
6516,6516,CC(OC(=O)C#C)C=O,CC(OC(O)CC)CO,97.857636,4,6.012634838,9,126.11099999999996,3,0,0,0
6517,6517,CC(OC(=O)C#N)C=O,CC(OC(O)CN)CO,63.2666735,4,5.968337786,9,127.09899999999998,3,1,0,0
6518,6518,CN(CC(=O)C#C)C=O,CN(CC(O)CC)CO,87.02416663,4,6.057083145,9,125.12699999999997,2,1,0,0
6519,6519,CN(CC(=O)C#N)C=O,CN(CC(O)CN)CO,57.0704935,4,6.012131189,9,126.11499999999998,2,2,0,0
6520,6520,OC(CC(=O)C#C)C=O,OC(CC(O)CC)CO,105.9487706,4,6.012634838,9,126.11099999999996,3,0,0,1
6521,6521,OC(CC(=O)C#N)C=O,OC(CC(O)CN)CO,72.14151988,4,5.968337786,9,127.09899999999998,3,1,0,1
6522,6522,CC(CC(=O)C=O)C#C,CC(CC(O)CO)CC,103.4401054,4,6.102712364,9,124.13899999999997,2,0,0,0
6523,6523,CC(CC(=O)C=O)C#N,CC(CC(O)CO)CN,64.53479,4,6.057083145,9,125.12699999999998,2,1,0,0
6524,6524,CC(NC(=N)C=O)C#C,CC(NC(N)CO)CC,99.84645225,4,6.102193512,9,124.14299999999997,1,2,0,2
6525,6525,CC(NC(=N)C=O)C#N,CC(NC(N)CO)CN,65.76943138,4,6.056572021,9,125.13099999999999,1,3,0,2
6526,6526,CC(NC(=O)C=O)C#C,CC(NC(O)CO)CC,91.20855725,4,6.057083145,9,125.12699999999997,2,1,0,1
6527,6527,CC(OC(=N)C=O)C#C,CC(OC(N)CO)CC,107.0278511,4,6.057083145,9,125.12699999999997,2,1,0,1
6528,6528,CC(OC(=N)C=O)C#N,CC(OC(N)CO)CN,69.53439838,4,6.012131189,9,126.11499999999998,2,2,0,1
6529,6529,CC(OC(=O)C=O)C#C,CC(OC(O)CO)CC,98.50941638,4,6.012634838,9,126.11099999999996,3,0,0,0
6530,6530,CC(OC(=O)C=O)C#N,CC(OC(O)CO)CN,62.85775188,4,5.968337786,9,127.09899999999998,3,1,0,0
6531,6531,OC(CC(=O)C=O)C#C,OC(CC(O)CO)CC,113.5594388,4,6.012634838,9,126.11099999999996,3,0,0,1
6532,6532,OC(CC(=O)C=O)C#N,OC(CC(O)CO)CN,71.90522488,4,5.968337786,9,127.09899999999998,3,1,0,1
6533,6533,CC(CC(C)C#C)C#C,CC(CC(C)CC)CC,137.0530691,4,6.291214426,9,120.19499999999998,0,0,0,0
6534,6534,CC(CC(C)C#N)C#C,CC(CC(C)CN)CC,96.21538575,4,6.242734055,9,121.18299999999999,0,1,0,0
6535,6535,CC(CC(C)C#N)C#N,CC(CC(C)CN)CN,55.56148738,4,6.194995155,9,122.171,0,2,0,0
6536,6536,CC(CC(N)C#N)C#C,CC(CC(N)CN)CC,99.811008,4,6.194995155,9,122.17099999999999,0,2,0,1
6537,6537,CC(CC(N)C#N)C#N,CC(CC(N)CN)CN,60.75735187,4,6.147980843,9,123.159,0,3,0,1
6538,6538,CC(CC(O)C#C)C#C,CC(CC(O)CC)CC,141.4612836,4,6.19552991,9,122.16699999999997,1,0,0,1
6539,6539,CC(CC(O)C#C)C#N,CC(CC(O)CC)CN,102.5769722,4,6.148507512,9,123.15499999999999,1,1,0,1
6540,6540,CC(CC(O)C#N)C#C,CC(CC(O)CN)CC,105.2503876,4,6.148507512,9,123.15499999999999,1,1,0,1
6541,6541,CC(CC(O)C#N)C#N,CC(CC(O)CN)CN,62.55975762,4,6.102193512,9,124.143,1,2,0,1
6542,6542,CC(NC(C)C#N)C#C,CC(NC(C)CN)CC,104.7489171,4,6.194995155,9,122.17099999999999,0,2,0,1
6543,6543,CC(NC(C)C#N)C#N,CC(NC(C)CN)CN,64.18166025,4,6.147980843,9,123.159,0,3,0,1
6544,6544,CC(OC(C)C#C)C#C,CC(OC(C)CC)CC,148.015188,4,6.19552991,9,122.16699999999997,1,0,0,0
6545,6545,CC(OC(C)C#N)C#C,CC(OC(C)CN)CC,108.7285187,4,6.148507512,9,123.15499999999999,1,1,0,0
6546,6546,CC(OC(C)C#N)C#N,CC(OC(C)CN)CN,70.79792025,4,6.102193512,9,124.143,1,2,0,0
6547,6547,NC(CC(N)C#N)C#N,NC(CC(N)CN)CN,67.78909725,4,6.101674747,9,124.147,0,4,0,2
6548,6548,NC(CC(O)C#C)C#N,NC(CC(O)CC)CN,102.5526864,4,6.102193512,9,124.14299999999999,1,2,0,2
6549,6549,NC(CC(O)C#N)C#N,NC(CC(O)CN)CN,68.14288337,4,6.056572021,9,125.131,1,3,0,2
6550,6550,OC(CC(O)C#C)C#C,OC(CC(O)CC)CC,146.2515084,4,6.102712364,9,124.13899999999997,2,0,0,2
6551,6551,OC(CC(O)C#N)C#C,OC(CC(O)CN)CC,109.058019,4,6.057083145,9,125.12699999999998,2,1,0,2
6552,6552,OC(CC(O)C#N)C#N,OC(CC(O)CN)CN,74.42570488,4,6.012131189,9,126.115,2,2,0,2
6553,6553,CC(CC=O)(C#C)C#C,CC(CCO)(CC)CC,128.3990273,5,7.744412387,9,120.15099999999998,1,0,0,0
6554,6554,CC(CC=O)(C#C)C#N,CC(CCO)(CC)CN,95.6180845,5,7.68563439,9,121.139,1,1,0,0
6555,6555,CC(CC=O)(C#N)C#N,CC(CCO)(CN)CN,68.4740902,5,7.62774189,9,122.12700000000001,1,2,0,0
6556,6556,CC(NC=N)(C#N)C#N,CC(NCN)(CN)CN,68.5896122,5,7.627093434,9,122.131,0,4,0,2
6557,6557,CC(NC=O)(C#C)C#C,CC(NCO)(CC)CC,116.6756447,5,7.68563439,9,121.13899999999998,1,1,0,1
6558,6558,CC(OC=N)(C#C)C#C,CC(OCN)(CC)CC,133.8548163,5,7.68563439,9,121.13899999999997,1,1,0,1
6559,6559,CC(OC=N)(C#C)C#N,CC(OCN)(CC)CN,103.1905516,5,7.62774189,9,122.12699999999998,1,2,0,1
6560,6560,CC(OC=N)(C#N)C#N,CC(OCN)(CN)CN,77.3850372,5,7.570715026,9,123.115,1,3,0,1
6561,6561,CC(OC=O)(C#C)C#C,CC(OCO)(CC)CC,124.8525019,5,7.628390456,9,122.12299999999998,2,0,0,0
6562,6562,CC(OC=O)(C#C)C#N,CC(OCO)(CC)CN,96.5401601,5,7.571353931,9,123.11099999999999,2,1,0,0
6563,6563,CC(OC=O)(C#N)C#N,CC(OCO)(CN)CN,70.9814427,5,7.515163986,9,124.099,2,2,0,0
6564,6564,OC(CC=O)(C#C)C#C,OC(CCO)(CC)CC,133.0939464,5,7.628390456,9,122.12299999999998,2,0,0,1
6565,6565,OC(CC=O)(C#C)C#N,OC(CCO)(CC)CN,102.5809105,5,7.571353931,9,123.11099999999999,2,1,0,1
6566,6566,OC(CC=O)(C#N)C#N,OC(CCO)(CN)CN,78.5623114,5,7.515163986,9,124.099,2,2,0,1
6567,6567,CC(CC=O)(C=O)C#C,CC(CCO)(CO)CC,103.9133518,4,6.102712364,9,124.13899999999998,2,0,0,0
6568,6568,CC(CC=O)(C=O)C#N,CC(CCO)(CO)CN,69.35455162,4,6.057083145,9,125.127,2,1,0,0
6569,6569,CC(NC=O)(C=O)C#C,CC(NCO)(CO)CC,88.33297838,4,6.057083145,9,125.12699999999998,2,1,0,1
6570,6570,CC(OC=N)(C=O)C#C,CC(OCN)(CO)CC,109.5581768,4,6.057083145,9,125.12699999999997,2,1,0,1
6571,6571,CC(OC=N)(C=O)C#N,CC(OCN)(CO)CN,69.61316338,4,6.012131189,9,126.11499999999998,2,2,0,1
6572,6572,CC(OC=O)(C=O)C#C,CC(OCO)(CO)CC,100.829702,4,6.012634838,9,126.11099999999998,3,0,0,0
6573,6573,CC(OC=O)(C=O)C#N,CC(OCO)(CO)CN,60.5204005,4,5.968337786,9,127.09899999999999,3,1,0,0
6574,6574,OC(CC=O)(C=O)C#C,OC(CCO)(CO)CC,108.181102,4,6.012634838,9,126.11099999999998,3,0,0,1
6575,6575,OC(CC=O)(C=O)C#N,OC(CCO)(CO)CN,74.88516737,4,5.968337786,9,127.09899999999999,3,1,0,1
6576,6576,CC(NC=O)=NCC#C,CC(NCO)NCCC,87.89058163,4,6.102193512,9,124.143,1,2,0,1
6577,6577,CC(NC=O)=NCC#N,CC(NCO)NCCN,54.143061,4,6.056572021,9,125.13100000000001,1,3,0,1
6578,6578,NC(NC=O)=NCC#C,NC(NCO)NCCC,76.30031187,4,6.056572021,9,125.131,1,3,0,2
6579,6579,NC(NC=O)=NCC#N,NC(NCO)NCCN,38.95782538,4,6.011627623,9,126.11900000000001,1,4,0,2
6580,6580,CC(CC=O)C#CC#C,CC(CCO)CCCC,121.7034772,5,7.744412387,9,120.15099999999998,1,0,0,0
6581,6581,CC(CC=O)C#CC#N,CC(CCO)CCCN,92.8728617,5,7.68563439,9,121.139,1,1,0,0
6582,6582,CC(NC=O)C#CC#C,CC(NCO)CCCC,110.1932852,5,7.68563439,9,121.13899999999998,1,1,0,1
6583,6583,CC(NC=O)C#CC#N,CC(NCO)CCCN,79.1309947,5,7.62774189,9,122.127,1,2,0,1
6584,6584,CC(OC=N)C#CC#C,CC(OCN)CCCC,125.924231,5,7.68563439,9,121.13899999999997,1,1,0,1
6585,6585,CC(OC=N)C#CC#N,CC(OCN)CCCN,95.5015123,5,7.62774189,9,122.12699999999998,1,2,0,1
6586,6586,CC(OC=O)C#CC#C,CC(OCO)CCCC,114.5673682,5,7.628390456,9,122.12299999999998,2,0,0,0
6587,6587,CC(OC=O)C#CC#N,CC(OCO)CCCN,86.9187528,5,7.571353931,9,123.11099999999999,2,1,0,0
6588,6588,OC(CC=O)C#CC#C,OC(CCO)CCCC,126.8804381,5,7.628390456,9,122.12299999999998,2,0,0,1
6589,6589,OC(CC=O)C#CC#N,OC(CCO)CCCN,95.3660365,5,7.571353931,9,123.11099999999999,2,1,0,1
6590,6590,CC(NC=O)C#CC=O,CC(NCO)CCCO,87.02285388,4,6.057083145,9,125.12699999999998,2,1,0,1
6591,6591,CC(OC=N)C#CC=O,CC(OCN)CCCO,105.7144447,4,6.057083145,9,125.12699999999997,2,1,0,1
6592,6592,CC(OC=O)C#CC=O,CC(OCO)CCCO,99.3042865,4,6.012634838,9,126.11099999999998,3,0,0,0
6593,6593,OC(CC=O)C#CC=O,OC(CCO)CCCO,106.8781976,4,6.012634838,9,126.11099999999998,3,0,0,1
6594,6594,CC(CC=O)C(=O)C#C,CC(CCO)C(O)CC,103.3961283,4,6.102712364,9,124.13899999999998,2,0,0,0
6595,6595,CC(CC=O)C(=O)C#N,CC(CCO)C(O)CN,70.79201288,4,6.057083145,9,125.127,2,1,0,0
6596,6596,CC(NC=O)C(=O)C#C,CC(NCO)C(O)CC,88.34741863,4,6.057083145,9,125.12699999999998,2,1,0,1
6597,6597,CC(NC=O)C(=O)C#N,CC(NCO)C(O)CN,49.41322275,4,6.012131189,9,126.115,2,2,0,1
6598,6598,CC(OC=N)C(=O)C#C,CC(OCN)C(O)CC,112.6464211,4,6.057083145,9,125.12699999999997,2,1,0,1
6599,6599,CC(OC=N)C(=O)C#N,CC(OCN)C(O)CN,75.28949438,4,6.012131189,9,126.11499999999998,2,2,0,1
6600,6600,CC(OC=O)C(=O)C#C,CC(OCO)C(O)CC,94.139928,4,6.012634838,9,126.11099999999998,3,0,0,0
6601,6601,CC(OC=O)C(=O)C#N,CC(OCO)C(O)CN,59.93360125,4,5.968337786,9,127.09899999999999,3,1,0,0
6602,6602,CN(CC=O)C(=N)C#N,CN(CCO)C(N)CN,63.55679125,4,6.056572021,9,125.131,1,3,0,1
6603,6603,CN(CC=O)C(=O)C#C,CN(CCO)C(O)CC,90.76025313,4,6.057083145,9,125.12699999999998,2,1,0,0
6604,6604,CN(CC=O)C(=O)C#N,CN(CCO)C(O)CN,56.6294095,4,6.012131189,9,126.115,2,2,0,0
6605,6605,OC(CC=O)C(=O)C#C,OC(CCO)C(O)CC,104.4345135,4,6.012634838,9,126.11099999999998,3,0,0,1
6606,6606,OC(CC=O)C(=O)C#N,OC(CCO)C(O)CN,72.57800925,4,5.968337786,9,127.09899999999999,3,1,0,1
6607,6607,CC(CC#C)NCC#N,CC(CCC)NCCN,98.03223175,4,6.194995155,9,122.17099999999999,0,2,0,1
6608,6608,CC(CC#C)OCC#C,CC(CCC)OCCC,146.0381865,4,6.19552991,9,122.16699999999997,1,0,0,0
6609,6609,CC(CC#C)OCC#N,CC(CCC)OCCN,102.5868179,4,6.148507512,9,123.15499999999999,1,1,0,0
6610,6610,CC(CC#N)NCC#C,CC(CCN)NCCC,97.24983275,4,6.194995155,9,122.17099999999999,0,2,0,1
6611,6611,CC(CC#N)NCC#N,CC(CCN)NCCN,60.37140337,4,6.147980843,9,123.159,0,3,0,1
6612,6612,CC(CC#N)OCC#C,CC(CCN)OCCC,104.0872911,4,6.148507512,9,123.15499999999999,1,1,0,0
6613,6613,CC(CC#N)OCC#N,CC(CCN)OCCN,61.56338038,4,6.102193512,9,124.143,1,2,0,0
6614,6614,CC(CCC#C)CC#C,CC(CCCC)CCC,140.1879161,4,6.291214426,9,120.19499999999998,0,0,0,0
6615,6615,CC(CCC#C)CC#N,CC(CCCC)CCN,94.95842763,4,6.242734055,9,121.18299999999999,0,1,0,0
6616,6616,CC(CCC#N)CC#C,CC(CCCN)CCC,96.161563,4,6.242734055,9,121.18299999999999,0,1,0,0
6617,6617,CC(CCC#N)CC#N,CC(CCCN)CCN,57.13219275,4,6.194995155,9,122.171,0,2,0,0
6618,6618,CN(CCC#C)CC#N,CN(CCCC)CCN,99.25834025,4,6.194995155,9,122.17099999999999,0,2,0,0
6619,6619,CN(CCC#N)CC#C,CN(CCCN)CCC,101.5569655,4,6.194995155,9,122.17099999999999,0,2,0,0
6620,6620,CN(CCC#N)CC#N,CN(CCCN)CCN,60.61688763,4,6.147980843,9,123.159,0,3,0,0
6621,6621,NC(CCC#N)CC#N,NC(CCCN)CCN,59.357304,4,6.147980843,9,123.159,0,3,0,1
6622,6622,OC(CCC#C)CC#C,OC(CCCC)CCC,141.2788114,4,6.19552991,9,122.16699999999997,1,0,0,1
6623,6623,OC(CCC#C)CC#N,OC(CCCC)CCN,98.955095,4,6.148507512,9,123.15499999999999,1,1,0,1
6624,6624,OC(CCC#N)CC#C,OC(CCCN)CCC,96.529133,4,6.148507512,9,123.15499999999999,1,1,0,1
6625,6625,OC(CCC#N)CC#N,OC(CCCN)CCN,59.12297813,4,6.102193512,9,124.143,1,2,0,1
6626,6626,CC(CCCC#C)C#C,CC(CCCCC)CC,140.5088835,4,6.291214426,9,120.19499999999998,0,0,0,0
6627,6627,CC(CCCC#C)C#N,CC(CCCCC)CN,99.04304925,4,6.242734055,9,121.18299999999999,0,1,0,0
6628,6628,CC(CCCC#N)C#C,CC(CCCCN)CC,96.71882538,4,6.242734055,9,121.18299999999999,0,1,0,0
6629,6629,CC(CCCC#N)C#N,CC(CCCCN)CN,58.72390212,4,6.194995155,9,122.171,0,2,0,0
6630,6630,CC(CNCC#C)C#N,CC(CNCCC)CN,102.1575486,4,6.194995155,9,122.17099999999999,0,2,0,1
6631,6631,CC(CNCC#N)C#C,CC(CNCCN)CC,101.4716368,4,6.194995155,9,122.17099999999999,0,2,0,1
6632,6632,CC(CNCC#N)C#N,CC(CNCCN)CN,58.8925905,4,6.147980843,9,123.159,0,3,0,1
6633,6633,CC(COCC#C)C#C,CC(COCCC)CC,144.5560918,4,6.19552991,9,122.16699999999997,1,0,0,0
6634,6634,CC(COCC#C)C#N,CC(COCCC)CN,105.2503876,4,6.148507512,9,123.15499999999999,1,1,0,0
6635,6635,CC(COCC#N)C#C,CC(COCCN)CC,106.2808964,4,6.148507512,9,123.15499999999999,1,1,0,0
6636,6636,CC(COCC#N)C#N,CC(COCCN)CN,65.85213462,4,6.102193512,9,124.143,1,2,0,0
6637,6637,CC(NCCC#C)C#N,CC(NCCCC)CN,104.9812739,4,6.194995155,9,122.17099999999999,0,2,0,1
6638,6638,CC(NCCC#N)C#C,CC(NCCCN)CC,100.7358404,4,6.194995155,9,122.17099999999999,0,2,0,1
6639,6639,CC(NCCC#N)C#N,CC(NCCCN)CN,62.43635913,4,6.147980843,9,123.159,0,3,0,1
6640,6640,CC(OCCC#C)C#C,CC(OCCCC)CC,145.2032775,4,6.19552991,9,122.16699999999997,1,0,0,0
6641,6641,CC(OCCC#C)C#N,CC(OCCCC)CN,105.613363,4,6.148507512,9,123.15499999999999,1,1,0,0
6642,6642,CC(OCCC#N)C#C,CC(OCCCN)CC,103.4473255,4,6.148507512,9,123.15499999999999,1,1,0,0
6643,6643,CC(OCCC#N)C#N,CC(OCCCN)CN,63.8232795,4,6.102193512,9,124.143,1,2,0,0
6644,6644,NC(CCCC#C)C#N,NC(CCCCC)CN,101.6298231,4,6.194995155,9,122.17099999999999,0,2,0,1
6645,6645,NC(CCCC#N)C#N,NC(CCCCN)CN,64.70676025,4,6.147980843,9,123.159,0,3,0,1
6646,6646,NC(CNCC#C)C#N,NC(CNCCC)CN,105.6435563,4,6.147980843,9,123.15899999999999,0,3,0,2
6647,6647,NC(CNCC#N)C#N,NC(CNCCN)CN,65.72807975,4,6.101674747,9,124.147,0,4,0,2
6648,6648,NC(COCC#C)C#N,NC(COCCC)CN,105.3291526,4,6.102193512,9,124.14299999999999,1,2,0,1
6649,6649,NC(COCC#N)C#N,NC(COCCN)CN,65.37035538,4,6.056572021,9,125.131,1,3,0,1
6650,6650,OC(CCCC#C)C#C,OC(CCCCC)CC,141.1567256,4,6.19552991,9,122.16699999999997,1,0,0,1
6651,6651,OC(CCCC#C)C#N,OC(CCCCC)CN,108.3235354,4,6.148507512,9,123.15499999999999,1,1,0,1
6652,6652,OC(CCCC#N)C#C,OC(CCCCN)CC,101.7630672,4,6.148507512,9,123.15499999999999,1,1,0,1
6653,6653,OC(CCCC#N)C#N,OC(CCCCN)CN,63.56401138,4,6.102193512,9,124.143,1,2,0,1
6654,6654,OC(CNCC#C)C#N,OC(CNCCC)CN,105.4394236,4,6.102193512,9,124.14299999999999,1,2,0,2
6655,6655,OC(CNCC#N)C#C,OC(CNCCN)CC,105.4656786,4,6.102193512,9,124.14299999999999,1,2,0,2
6656,6656,OC(CNCC#N)C#N,OC(CNCCN)CN,67.018513,4,6.056572021,9,125.131,1,3,0,2
6657,6657,OC(COCC#C)C#C,OC(COCCC)CC,147.2045649,4,6.102712364,9,124.13899999999998,2,0,0,1
6658,6658,OC(COCC#C)C#N,OC(COCCC)CN,109.1138109,4,6.057083145,9,125.127,2,1,0,1
6659,6659,OC(COCC#N)C#C,OC(COCCN)CC,108.0143828,4,6.057083145,9,125.127,2,1,0,1
6660,6660,OC(COCC#N)C#N,OC(COCCN)CN,73.183187,4,6.012131189,9,126.11500000000001,2,2,0,1
6661,6661,CC1(C)C(C#C)C1C#C,CC1(C)C(CC)C1CC,139.5020043,4,6.391744006,9,118.17899999999997,0,0,0,0
6662,6662,CC1(C)C(C#C)C1C#N,CC1(C)C(CC)C1CN,98.949844,4,6.341708047,9,119.16699999999999,0,1,0,0
6663,6663,CC1(C)C(C#N)C1C#N,CC1(C)C(CN)C1CN,59.25819138,4,6.292449389,9,120.155,0,2,0,0
6664,6664,CC1(N)C(C#N)C1C#N,CC1(N)C(CN)C1CN,61.26998075,4,6.243950056,9,121.143,0,3,0,1
6665,6665,CC1(O)C(C#C)C1C#C,CC1(O)C(CC)C1CC,140.9545621,4,6.293001101,9,120.15099999999998,1,0,0,1
6666,6666,CC1(O)C(C#C)C1C#N,CC1(O)C(CC)C1CN,99.1835135,4,6.244493297,9,121.139,1,1,0,1
6667,6667,CC1(O)C(C#N)C1C#N,CC1(O)C(CN)C1CN,63.17937562,4,6.196727589,9,122.12700000000001,1,2,0,1
6668,6668,CC1(C)CC1(C#C)C#C,CC1(C)CC1(CC)CC,138.2030381,4,6.391744006,9,118.17899999999997,0,0,0,0
6669,6669,CC1(C)CC1(C#C)C#N,CC1(C)CC1(CC)CN,98.90717963,4,6.341708047,9,119.16699999999999,0,1,0,0
6670,6670,CC1(C)CC1(C#N)C#N,CC1(C)CC1(CN)CN,60.62082587,4,6.292449389,9,120.155,0,2,0,0
6671,6671,CC1(C)NC1(C#C)C#C,CC1(C)NC1(CC)CC,142.527893,4,6.341708047,9,119.16699999999997,0,1,0,1
6672,6672,CC1(C)NC1(C#C)C#N,CC1(C)NC1(CC)CN,103.7315359,4,6.292449389,9,120.15499999999999,0,2,0,1
6673,6673,CC1(C)NC1(C#N)C#N,CC1(C)NC1(CN)CN,66.881987,4,6.243950056,9,121.143,0,3,0,1
6674,6674,CC1(C)OC1(C#C)C#N,CC1(C)OC1(CC)CN,107.6317161,4,6.244493297,9,121.139,1,1,0,0
6675,6675,CC1(C)OC1(C#N)C#N,CC1(C)OC1(CN)CN,71.77198075,4,6.196727589,9,122.12700000000001,1,2,0,0
6676,6676,CC1(N)CC1(C#N)C#N,CC1(N)CC1(CN)CN,66.96665938,4,6.243950056,9,121.143,0,3,0,1
6677,6677,CC1(O)CC1(C#C)C#C,CC1(O)CC1(CC)CC,144.5948179,4,6.293001101,9,120.15099999999998,1,0,0,1
6678,6678,CC1(O)CC1(C#C)C#N,CC1(O)CC1(CC)CN,103.633736,4,6.244493297,9,121.139,1,1,0,1
6679,6679,CC1(O)CC1(C#N)C#N,CC1(O)CC1(CN)CN,64.4008895,4,6.196727589,9,122.12700000000001,1,2,0,1
6680,6680,CC1(C)CC1C#CC#C,CC1(C)CC1CCCC,134.0403079,4,6.391744006,9,118.17899999999997,0,0,0,0
6681,6681,CC1(C)CC1C#CC#N,CC1(C)CC1CCCN,96.09264362,4,6.341708047,9,119.16699999999999,0,1,0,0
6682,6682,CC1(C)NC1C#CC#C,CC1(C)NC1CCCC,136.0475026,4,6.341708047,9,119.16699999999997,0,1,0,1
6683,6683,CC1(C)NC1C#CC#N,CC1(C)NC1CCCN,101.0095487,4,6.292449389,9,120.15499999999999,0,2,0,1
6684,6684,CC1(C)OC1C#CC#C,CC1(C)OC1CCCC,138.799683,4,6.293001101,9,120.15099999999998,1,0,0,0
6685,6685,CC1(C)OC1C#CC#N,CC1(C)OC1CCCN,102.8447732,4,6.244493297,9,121.139,1,1,0,0
6686,6686,CC1(O)CC1C#CC#C,CC1(O)CC1CCCC,132.0790594,4,6.293001101,9,120.15099999999998,1,0,0,1
6687,6687,CC1(O)CC1C#CC#N,CC1(O)CC1CCCN,97.69879325,4,6.244493297,9,121.139,1,1,0,1
6688,6688,CC1(C=CCC1=O)C#C,CC1(CCCC1O)CC,110.7672195,4,6.293001101,9,120.151,1,0,0,0
6689,6689,CC1(C=CCC1=O)C#N,CC1(CCCC1O)CN,72.1408635,4,6.244493297,9,121.13900000000001,1,1,0,0
6690,6690,CC1(C=CNC1=O)C#C,CC1(CCNC1O)CC,98.08539812,4,6.244493297,9,121.13899999999998,1,1,0,1
6691,6691,CC1(C=CNC1=O)C#N,CC1(CCNC1O)CN,57.13678737,4,6.196727589,9,122.127,1,2,0,1
6692,6692,CC1(N=CNC1=N)C#C,CC1(NCNC1N)CC,98.39717625,4,6.243950056,9,121.14299999999997,0,3,0,2
6693,6693,CC1(N=CNC1=N)C#N,CC1(NCNC1N)CN,63.05728987,4,6.196192627,9,122.13099999999999,0,4,0,2
6694,6694,CC1(N=CNC1=O)C#C,CC1(NCNC1O)CC,87.171851,4,6.196727589,9,122.12699999999997,1,2,0,1
6695,6695,CC1(N=CNC1=O)C#N,CC1(NCNC1O)CN,50.03480988,4,6.149687078,9,123.11499999999998,1,3,0,1
6696,6696,CC1(N=COC1=O)C#C,CC1(NCOC1O)CC,95.268893,4,6.150214039,9,123.11099999999998,2,1,0,0
6697,6697,CC1(N=COC1=O)C#N,CC1(NCOC1O)CN,58.08590563,4,6.103874423,9,124.09899999999999,2,2,0,0
6698,6698,NC1(C=CNC1=N)C#N,NC1(CCNC1N)CN,74.07454425,4,6.196192627,9,122.131,0,4,0,3
6699,6699,NC1(C=CNC1=O)C#C,NC1(CCNC1O)CC,98.6374095,4,6.196727589,9,122.12699999999998,1,2,0,2
6700,6700,NC1(C=CNC1=O)C#N,NC1(CCNC1O)CN,61.205656,4,6.149687078,9,123.115,1,3,0,2
6701,6701,OC1(C=CCC1=O)C#C,OC1(CCCC1O)CC,116.7481085,4,6.197262643,9,122.12299999999999,2,0,0,1
